Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 155,CN(c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)Cc1cnc2c(n1)c(N)[nH]c(=N)n2,C20H22N8O5,454.44,33,16,0.25,10,9,6,117.08,211.27,0.76,-0.82,-0.05,-0.66,0.33,-0.09,-1.84,6.57e+00,1.45e-02,Very soluble,-3.14,3.32e-01,7.30e-04,Soluble,-4.40,1.81e-02,3.99e-05,Moderately soluble,Low,No,No,No,No,No,No,No,-9.65,2,0,1,1,2,0.11,0,0,2,3.65
Molecule 156,O=C(Nc1ccc(c(c1)F)Oc1ccnc(c1)N)NC(=O)Cc1ccc(cc1)F,C20H16F2N4O3,398.36,29,18,0.05,8,6,3,102.07,106.34,1.25,3.17,4.28,2.78,2.81,2.86,-4.24,2.30e-02,5.78e-05,Moderately soluble,-5.07,3.36e-03,8.44e-06,Moderately soluble,-7.33,1.87e-05,4.70e-08,Poorly soluble,High,No,No,Yes,Yes,No,No,No,-6.48,0,0,0,0,0,0.55,0,0,2,2.81
Molecule 157,OC(=O)CC1=C(C)/C(=C/c2ccc(cc2)S(=O)(=O)C)/c2c1cc(F)cc2,C20H17FO4S,372.41,26,12,0.15,4,5,1,99.03,79.82,2.35,3.53,5.42,3.63,4.32,3.85,-4.45,1.32e-02,3.55e-05,Moderately soluble,-4.89,4.79e-03,1.29e-05,Moderately soluble,-6.45,1.33e-04,3.58e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,No,-6.07,0,0,0,0,0,0.56,0,1,2,3.55
Molecule 158,Clc1ccc(c(c1)Cl)C(Cn1cncc1)OCc1ccc(cc1)C(F)(F)F,C19H15Cl2F3N2O,415.24,27,17,0.21,7,5,0,98.18,27.05,3.46,5.55,6.84,4.15,5.67,5.13,-5.91,5.05e-04,1.22e-06,Moderately soluble,-5.88,5.49e-04,1.32e-06,Moderately soluble,-8.07,3.54e-06,8.53e-09,Poorly soluble,Low,No,Yes,Yes,Yes,Yes,Yes,Yes,-4.89,1,1,0,1,1,0.55,0,0,2,3.29
Molecule 159,COc1cc(ccc1Cc1cn(c2c1cc(cc2)NC(=O)OC1CCCC1)C)C(=O)NS(=O)(=O)c1ccccc1C,C31H33N3O6S,575.68,41,21,0.29,11,6,2,157.82,124.11,3.85,5.51,6.59,3.10,4.19,4.65,-6.53,1.69e-04,2.93e-07,Poorly soluble,-7.88,7.67e-06,1.33e-08,Poorly soluble,-9.35,2.55e-07,4.44e-10,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,Yes,-5.90,1,4,1,1,1,0.55,0,0,3,4.18
Molecule 160,Oc1ccc(c(c1)CN(c1ccc(c(c1)C(=O)O)O)Cc1ccccc1O)O,C21H19NO6,381.38,28,18,0.10,6,6,5,104.67,121.46,1.20,3.69,3.11,2.02,1.97,2.40,-4.61,9.38e-03,2.46e-05,Moderately soluble,-5.93,4.47e-04,1.17e-06,Moderately soluble,-4.59,9.83e-03,2.58e-05,Moderately soluble,High,No,No,No,No,Yes,Yes,No,-6.01,0,0,0,0,0,0.56,1,1,2,2.38
Molecule 161,COC(=O)[C@@H]1c2cc3c(c(c2[C@H](C[C@]1(O)CC)O[C@@H]1O[C@@H](C)[C@H]([C@H](C1)N(C)C)O[C@H]1C[C@H](O)[C@@H]([C@@H](O1)C)O[C@H]1CCC(=O)[C@@H](O1)C)O)C(=O)c1c(C3=O)cccc1O,C42H53NO15,811.87,58,12,0.62,10,16,4,203.51,217.05,5.21,3.80,2.83,-1.05,2.50,2.66,-6.76,1.41e-04,1.74e-07,Poorly soluble,-8.05,7.19e-06,8.86e-09,Poorly soluble,-5.29,4.14e-03,5.09e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.55,2,3,1,1,3,0.17,1,0,3,8.08
Molecule 162,NC1CCN(CC1)c1cccc2c1nc(cc2)n1cnc2c1ccc(c2)OCC1(C)COC1,C26H29N5O2,443.54,33,19,0.38,5,5,1,132.96,78.43,3.49,3.69,3.54,2.65,3.21,3.32,-5.01,4.33e-03,9.76e-06,Moderately soluble,-5.03,4.16e-03,9.39e-06,Moderately soluble,-7.01,4.29e-05,9.68e-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.39,0,1,0,0,0,0.55,0,0,2,3.47
Molecule 163,OCCCOS(=O)(=O)c1cccc(c1)C(=O)Nc1cccc2c1cc(cc2)C(=N)N,C21H21N3O5S,427.47,30,16,0.14,9,6,4,114.38,150.95,2.18,1.93,3.35,2.55,2.05,2.41,-3.51,1.33e-01,3.11e-04,Soluble,-4.72,8.07e-03,1.89e-05,Moderately soluble,-6.53,1.27e-04,2.97e-07,Poorly soluble,Low,No,No,No,No,No,No,No,-7.54,0,0,1,1,1,0.55,0,3,2,3.19
Molecule 164,CCN(Cc1ccc2c(c1)ccc(c2)COC(=O)Nc1ccc(cc1)C(=O)NO)CC,C24H27N3O4,421.49,31,16,0.25,11,5,3,120.23,90.90,3.62,3.60,4.05,3.18,3.11,3.51,-4.38,1.77e-02,4.20e-05,Moderately soluble,-5.20,2.69e-03,6.37e-06,Moderately soluble,-7.39,1.72e-05,4.08e-08,Poorly soluble,High,No,No,No,Yes,Yes,Yes,No,-6.32,0,0,1,0,0,0.55,0,2,3,3.10
Molecule 165,Fc1ccc(cc1)NC(=O)c1n[nH]cc1NC(=O)c1ccccc1,C17H13FN4O2,324.31,24,17,0.00,6,4,3,86.97,86.88,1.92,2.87,3.09,1.87,2.69,2.49,-3.79,5.30e-02,1.63e-04,Soluble,-4.35,1.44e-02,4.43e-05,Moderately soluble,-6.53,9.66e-05,2.98e-07,Poorly soluble,High,No,No,Yes,No,No,Yes,No,-6.24,0,0,0,0,0,0.55,0,0,0,2.43
Molecule 166,Nc1nc(N)c2c(n1)ccc(c2C)c1ccccc1,C15H14N4,250.30,19,16,0.07,1,2,2,78.75,77.82,2.09,2.78,2.79,2.64,2.48,2.55,-3.70,4.99e-02,1.99e-04,Soluble,-4.07,2.13e-02,8.51e-05,Moderately soluble,-5.52,7.56e-04,3.02e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,No,Yes,-5.85,0,0,0,0,0,0.55,0,0,0,2.25
Molecule 167,COc1ccc(cc1)c1c(C)[nH]nc1c1ccc(cc1O)O,C17H16N2O3,296.32,22,17,0.12,3,4,3,84.96,78.37,2.00,3.16,3.47,1.63,3.60,2.77,-4.04,2.69e-02,9.08e-05,Moderately soluble,-4.48,9.90e-03,3.34e-05,Moderately soluble,-5.62,7.03e-04,2.37e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.86,0,0,0,0,0,0.55,0,0,0,2.84
Molecule 168,COc1ccccc1n1c(CSc2ncnc3c2nc[nH]3)nc2c(c1=O)c(Cl)ccc2,C21H15ClN6O2S,450.90,31,25,0.10,5,6,1,120.29,123.88,2.61,3.78,3.85,2.23,4.03,3.30,-5.28,2.35e-03,5.20e-06,Moderately soluble,-6.08,3.79e-04,8.41e-07,Poorly soluble,-8.35,2.03e-06,4.51e-09,Poorly soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-6.37,0,0,0,0,0,0.55,0,0,2,3.30
Molecule 169,ClC[C@@H]1CN(c2c1c1c(C)c[nH]c1c(c2)O)C(=O)c1[nH]c2c(c1)cc(cc2)NC(=O)Nc1ccc2c(c1)cc([nH]2)C(=O)N1C[C@H](c2c1cc(O)c1c2c(C)c[nH]1)CCl,C43H36Cl2N8O5,815.70,58,36,0.19,10,5,8,235.58,185.37,3.81,6.55,8.11,3.20,7.49,5.83,-8.82,1.23e-06,1.50e-09,Poorly soluble,-10.24,4.68e-08,5.74e-11,Insoluble,-13.80,1.30e-11,1.60e-14,Insoluble,Low,No,Yes,No,No,No,No,Yes,-6.63,3,4,1,2,5,0.17,0,1,3,5.53
Molecule 170,OC(=O)CCc1cc(ccc1OCc1ccc2c(c1)onc2O)C(=O)c1ccc(cc1O)OC1CCCC1,C29H27NO8,517.53,38,21,0.28,10,9,3,138.87,139.32,3.73,5.69,5.24,2.72,5.00,4.48,-6.38,2.15e-04,4.15e-07,Poorly soluble,-8.38,2.15e-06,4.15e-09,Poorly soluble,-7.78,8.69e-06,1.68e-08,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,No,-5.42,1,2,0,1,1,0.56,0,0,3,4.13
Molecule 171,COc1cc(ccc1OC)c1cc(=O)c2c(o1)cc(c(c2O)OC)O,C18H16O7,344.32,25,16,0.17,4,7,2,91.44,98.36,3.11,3.40,2.90,0.17,3.12,2.54,-4.33,1.62e-02,4.72e-05,Moderately soluble,-5.14,2.47e-03,7.16e-06,Moderately soluble,-5.33,1.63e-03,4.72e-06,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-5.99,0,0,0,0,0,0.55,0,0,0,3.39
Molecule 172,Oc1ccc(c2c1c(=O)c1c(o2)cccc1O)[N+](=O)[O-],C13H7NO6,273.20,20,14,0.00,1,6,2,72.86,116.49,1.85,2.63,2.27,-0.10,0.28,1.38,-3.64,6.22e-02,2.28e-04,Soluble,-4.73,5.13e-03,1.88e-05,Moderately soluble,-3.52,8.31e-02,3.04e-04,Soluble,High,No,No,Yes,No,Yes,No,Yes,-6.10,0,0,0,0,0,0.55,0,3,0,2.89
Molecule 173,CC(CN(S(=O)(=O)c1ccc2c(c1)sc(n2)NC1CCN(CC1)C1CCCC1)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C,C38H53N5O7S2,755.99,52,15,0.63,16,10,3,206.13,179.18,5.11,6.26,5.73,2.50,4.05,4.73,-7.63,1.78e-05,2.35e-08,Poorly soluble,-9.81,1.17e-07,1.55e-10,Poorly soluble,-7.67,1.61e-05,2.13e-08,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-6.47,2,4,2,1,4,0.17,0,0,3,7.29
Molecule 174,Clc1ccc2c(c1Nc1ccnc(n1)Nc1cccc(c1)S(=O)(=O)C)OCO2,C18H15ClN4O4S,418.85,28,18,0.11,5,6,2,105.29,110.82,2.71,3.63,4.83,2.48,2.20,3.17,-4.87,5.66e-03,1.35e-05,Moderately soluble,-5.65,9.48e-04,2.26e-06,Moderately soluble,-7.38,1.76e-05,4.20e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.28,0,0,0,0,0,0.55,0,0,2,3.39
Molecule 175,Nc1[n+](cccc1c1onc(c1)Cc1ccc(cc1)COc1ccccn1)COP(=O)(O)[O-],C22H21N4O6P,468.40,33,23,0.14,9,8,2,118.70,157.45,-1.73,1.68,2.99,1.10,1.75,1.16,-3.72,8.84e-02,1.89e-04,Soluble,-4.60,1.17e-02,2.51e-05,Moderately soluble,-6.28,2.44e-04,5.21e-07,Poorly soluble,Low,No,Yes,No,Yes,No,No,Yes,-7.96,0,0,1,1,1,0.11,0,2,2,4.45
Molecule 176,Cc1cc(CNS(=O)(=O)c2cccc(c2)N/C=C/2\CCOC2=O)nc(n1)N,C17H19N5O4S,389.43,27,12,0.24,6,7,3,99.02,144.68,1.55,0.77,1.83,-0.04,0.78,0.98,-2.67,8.28e-01,2.13e-03,Soluble,-3.39,1.59e-01,4.09e-04,Soluble,-5.33,1.82e-03,4.67e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.13,0,0,1,1,0,0.55,0,1,1,3.32
Molecule 177,COc1ccc(c(c1)c1nc2c([nH]1)ccc(c2)C(=[NH2+])N)O,C15H15N4O2+,283.31,21,15,0.07,3,3,4,81.98,109.75,1.43,1.73,0.41,1.23,2.35,1.43,-3.02,2.72e-01,9.62e-04,Soluble,-3.65,6.33e-02,2.23e-04,Soluble,-4.71,5.50e-03,1.94e-05,Moderately soluble,High,No,No,Yes,No,No,Yes,No,-6.80,0,0,0,0,0,0.55,0,2,0,2.25
Molecule 178,CN1CCN(CC1)CCOc1cc(OC2CCOCC2)c2c(c1)ncnc2Nc1c(Cl)ccc2c1OCO2,C27H32ClN5O5,542.03,38,16,0.48,8,9,1,151.69,90.44,4.21,4.06,3.18,2.07,3.43,3.39,-5.54,1.56e-03,2.87e-06,Moderately soluble,-5.66,1.18e-03,2.17e-06,Moderately soluble,-7.40,2.18e-05,4.02e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.72,1,2,0,0,0,0.55,0,0,3,4.22
Molecule 179,O=C1CN(C(=O)N1)/N=C/c1ccc(o1)c1ccc(cc1)[N+](=O)[O-],C14H10N4O5,314.25,23,11,0.07,4,6,1,88.24,120.73,1.34,1.70,0.98,0.00,-0.15,0.78,-2.95,3.53e-01,1.12e-03,Soluble,-3.85,4.43e-02,1.41e-04,Soluble,-3.58,8.27e-02,2.63e-04,Soluble,High,No,No,No,No,No,No,No,-7.01,0,0,0,0,0,0.55,0,4,0,3.27
Molecule 180,CCc1cc(c(cc1O)O)c1n[nH]c(c1c1ccc2c(c1)OCO2)C(=O)O,C19H16N2O6,368.34,27,17,0.16,4,7,4,96.30,124.90,1.62,3.26,3.14,1.38,3.24,2.53,-4.38,1.54e-02,4.17e-05,Moderately soluble,-5.56,1.02e-03,2.77e-06,Moderately soluble,-4.99,3.80e-03,1.03e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.23,0,0,0,0,0,0.56,0,0,1,3.24
Molecule 181,F[C@H]1CCN(C1)C(=O)[C@H]([C@@H](C1ON[C@@H](N1)c1ccc(cc1F)S(=O)(=O)C)CC1CC1)N,C20H28F2N4O4S,458.52,31,6,0.65,8,9,3,120.09,122.14,2.25,1.21,1.38,2.38,1.22,1.69,-3.06,3.99e-01,8.70e-04,Soluble,-3.37,1.95e-01,4.25e-04,Soluble,-3.98,4.86e-02,1.06e-04,Soluble,High,No,Yes,No,No,No,Yes,No,-8.24,0,0,0,0,0,0.55,0,0,2,4.94
Molecule 182,O=C(C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)(F)F)n1ccc(nc1=O)N)C)OCc1ccccc1,C25H27F2N4O8P,580.47,40,18,0.32,12,12,3,137.23,174.04,2.78,1.44,3.02,1.27,0.45,1.79,-3.89,7.53e-02,1.30e-04,Soluble,-4.70,1.16e-02,1.99e-05,Moderately soluble,-5.75,1.04e-03,1.79e-06,Moderately soluble,Low,No,Yes,No,No,No,No,Yes,-8.82,2,2,2,1,2,0.17,0,1,2,6.07
Molecule 183,Clc1ccc2c(c1)c(c[nH]2)C(=O)/C=C(/c1nnn[nH]1)\O,C12H8ClN5O2,289.68,20,14,0.00,3,5,3,72.42,107.55,1.06,2.09,2.12,0.69,2.27,1.65,-3.27,1.55e-01,5.34e-04,Soluble,-3.98,3.04e-02,1.05e-04,Soluble,-3.97,3.13e-02,1.08e-04,Soluble,High,No,No,Yes,No,No,No,No,-6.58,0,0,0,0,0,0.56,0,2,0,2.48
Molecule 184,COc1ccc(cc1)Nc1nnc(o1)c1ccc(cc1)C(=O)NO,C16H14N4O4,326.31,24,17,0.06,6,6,3,84.69,109.51,2.41,2.05,2.61,1.62,1.24,1.98,-3.28,1.70e-01,5.21e-04,Soluble,-3.98,3.43e-02,1.05e-04,Soluble,-5.48,1.08e-03,3.30e-06,Moderately soluble,High,No,Yes,Yes,No,No,No,No,-6.83,0,0,0,0,0,0.55,0,2,0,2.81
Molecule 185,Oc1cc2c(=O)oc3c4c2c(c1O)oc(=O)c4cc(c3O)O,C14H6O8,302.19,22,16,0.00,0,8,4,75.31,141.34,0.79,1.10,1.31,0.14,1.67,1.00,-2.94,3.43e-01,1.14e-03,Soluble,-3.66,6.60e-02,2.18e-04,Soluble,-3.35,1.36e-01,4.49e-04,Soluble,High,No,No,Yes,No,No,No,No,-7.36,0,0,1,1,0,0.55,1,3,0,3.17
Molecule 186,COc1cccc2c1c(O)c(C(=O)N(c1ccc(cc1)C(F)(F)F)C)c(=O)n2C,C20H17F3N2O4,406.36,29,16,0.20,5,7,1,102.10,71.77,2.93,3.51,4.70,2.64,3.28,3.41,-4.65,9.12e-03,2.24e-05,Moderately soluble,-4.70,8.09e-03,1.99e-05,Moderately soluble,-5.71,7.83e-04,1.93e-06,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.29,0,0,0,0,0,0.55,0,0,2,2.71
Molecule 187,CN(c1ccc2c(c1)ccc([n+]2C)/C=C/c1cc(n(c1C)c1ccccc1)C)C,C26H28N3+,382.52,29,21,0.19,4,0,0,126.38,12.05,1.18,5.95,5.09,4.22,5.00,4.29,-6.23,2.24e-04,5.86e-07,Poorly soluble,-5.98,4.02e-04,1.05e-06,Moderately soluble,-7.60,9.70e-06,2.54e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-4.41,1,0,0,0,1,0.55,2,1,2,3.63
Molecule 188,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)/C(=O)N2,C13H11N3O2,241.25,18,11,0.08,2,3,2,70.78,67.01,1.39,1.04,1.23,0.43,2.44,1.31,-2.31,1.18e+00,4.88e-03,Soluble,-2.04,2.21e+00,9.17e-03,Soluble,-4.41,9.43e-03,3.91e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-7.03,0,0,0,0,0,0.55,0,1,1,2.50
Molecule 189,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1coc2c1c(N)nc(n2)N)C,C20H22N6O6,442.43,32,15,0.25,10,8,5,115.07,197.90,1.48,0.62,0.94,0.06,-0.17,0.59,-2.66,9.67e-01,2.19e-03,Soluble,-4.35,1.97e-02,4.46e-05,Moderately soluble,-3.96,4.86e-02,1.10e-04,Soluble,Low,No,Yes,No,No,No,No,No,-8.56,1,0,1,1,1,0.11,0,0,2,4.01
Molecule 190,ONC(=O)c1ccc(cc1)c1cc(NC(=O)c2ccc(cc2)C)cc(c1)C(=O)N(C)C,C24H23N3O4,417.46,31,18,0.12,8,4,3,117.87,98.74,2.18,3.00,3.54,3.21,3.01,2.99,-4.22,2.52e-02,6.03e-05,Moderately soluble,-4.74,7.63e-03,1.83e-05,Moderately soluble,-7.21,2.57e-05,6.15e-08,Poorly soluble,High,No,No,No,No,Yes,No,Yes,-6.72,0,0,0,0,0,0.55,0,2,2,3.03
Molecule 191,C[N+](=C1C=CC(=C(c2ccc(cc2)N(C)C)c2ccccc2)C=C1)C,C23H25N2+,329.46,25,12,0.17,3,0,0,108.39,6.25,0.29,-0.18,4.39,4.08,3.42,2.40,-1.93,3.90e+00,1.18e-02,Very soluble,0.50,1.05e+03,3.19e+00,Highly soluble,-6.57,8.85e-05,2.69e-07,Poorly soluble,High,Yes,Yes,No,No,No,No,No,-8.44,0,0,0,0,0,0.55,1,2,0,3.77
Molecule 192,CCc1nn(c2c1c(=O)[nH]c(n2)Cc1ccc(c(c1)O)O)c1c(Cl)cc(cc1Cl)Cl,C20H15Cl3N4O3,465.72,30,21,0.15,4,5,3,117.79,104.03,2.98,4.60,4.63,3.81,5.23,4.25,-5.88,6.15e-04,1.32e-06,Moderately soluble,-6.51,1.44e-04,3.10e-07,Poorly soluble,-8.04,4.29e-06,9.20e-09,Poorly soluble,High,No,No,Yes,No,Yes,No,No,-5.87,0,0,0,0,0,0.55,1,1,2,3.20
Molecule 193,O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(C(=O)N([C@@H]1Cc1ccccc1)Cc1cccc(c1)C(=O)Nc1nccs1)CC1CC1,C34H36N4O4S,596.74,43,23,0.32,11,5,3,175.45,134.24,3.22,4.76,3.82,3.33,4.65,3.96,-6.21,3.69e-04,6.19e-07,Poorly soluble,-7.31,2.92e-05,4.90e-08,Poorly soluble,-8.64,1.35e-06,2.27e-09,Poorly soluble,Low,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.56,1,3,1,1,0,0.55,0,0,3,5.28
Molecule 194,NCc1cc(Oc2cccc(c2)C(=O)N2C[C@H]([C@@H](C2)O)F)nc(c1)C(F)(F)F,C18H17F4N3O3,399.34,28,12,0.33,6,9,2,93.95,88.68,2.48,1.52,3.55,1.90,2.54,2.40,-3.19,2.55e-01,6.39e-04,Soluble,-2.99,4.08e-01,1.02e-03,Soluble,-4.78,6.70e-03,1.68e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-7.66,0,0,0,0,0,0.55,0,0,1,3.64
Molecule 195,COc1ccc(cc1)C(=O)N/N=C/c1cc(Br)c(c(c1O)Br)O,C15H12Br2N2O4,444.07,23,12,0.07,5,5,3,93.55,91.15,2.57,4.37,3.40,2.69,3.41,3.29,-5.40,1.76e-03,3.96e-06,Moderately soluble,-6.00,4.44e-04,1.00e-06,Poorly soluble,-5.57,1.19e-03,2.69e-06,Moderately soluble,High,No,No,No,No,Yes,No,No,-5.91,0,0,0,0,0,0.55,2,1,2,2.73
Molecule 196,NC(=O)Nc1nc2c(n1[C@@H](CN1CCOCC1)C)ccc(c2)/C=C/1\c2ccccc2COc2c1ccc(c2)F,C30H30FN5O3,527.59,39,21,0.27,6,6,2,152.57,94.64,2.79,3.54,4.63,3.11,4.02,3.62,-5.34,2.39e-03,4.53e-06,Moderately soluble,-5.21,3.24e-03,6.14e-06,Moderately soluble,-8.18,3.50e-06,6.64e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.00,1,2,0,0,0,0.55,0,1,2,4.89
Molecule 197,Oc1cc2O/C(=C\c3cc(Br)c(c(c3O)Br)O)/C(=O)c2c(c1)O,C15H8Br2O6,444.03,23,12,0.00,1,6,4,89.31,107.22,2.51,4.11,3.54,1.35,3.15,2.93,-5.50,1.40e-03,3.15e-06,Moderately soluble,-6.07,3.80e-04,8.56e-07,Poorly soluble,-4.41,1.72e-02,3.88e-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,1,2,3.12
Molecule 198,C[C@@H](OC(=O)[C@@H](N)C)COc1cn2c(c1C)c(ncn2)Oc1ccc2c(c1F)cc([nH]2)C,C22H24FN5O4,441.46,32,18,0.32,8,8,2,115.77,116.76,3.93,3.05,3.84,2.21,3.24,3.25,-4.39,1.81e-02,4.10e-05,Moderately soluble,-5.17,3.00e-03,6.79e-06,Moderately soluble,-6.14,3.18e-04,7.21e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,No,-6.83,0,0,0,0,0,0.55,0,0,2,4.56
Molecule 199,Oc1ccc2c(c1)ccc(n2)c1ccc(cc1Cl)C(=O)O,C16H10ClNO3,299.71,21,16,0.00,2,4,2,81.17,70.42,1.84,3.65,3.96,2.65,3.53,3.13,-4.43,1.11e-02,3.72e-05,Moderately soluble,-4.82,4.56e-03,1.52e-05,Moderately soluble,-5.62,7.16e-04,2.39e-06,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-5.54,0,0,0,0,0,0.85,0,0,1,2.12
Molecule 200,CNS(=O)(=O)c1ccc(cc1)c1ccc(o1)/C=C/1\SC(=N)NC1=O,C15H13N3O4S2,363.41,24,11,0.07,4,6,3,95.73,145.94,1.56,2.01,2.58,0.06,1.83,1.61,-3.43,1.34e-01,3.68e-04,Soluble,-4.70,7.22e-03,1.99e-05,Moderately soluble,-5.39,1.49e-03,4.09e-06,Moderately soluble,Low,No,No,No,No,No,No,No,-7.09,0,0,1,1,0,0.55,0,2,1,3.57
Molecule 201,CO[C@H]1CN(C[C@@H]1COc1nc(Nc2cnn(c2)C)nc2c1c(Cl)c[nH]2)C(=O)C=C,C19H22ClN7O3,431.88,30,14,0.37,8,6,2,115.95,110.19,2.88,1.82,1.75,0.87,1.47,1.76,-3.48,1.42e-01,3.30e-04,Soluble,-3.75,7.61e-02,1.76e-04,Soluble,-4.67,9.25e-03,2.14e-05,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-7.64,0,0,0,0,0,0.55,0,1,2,4.12
Molecule 202,N#Cc1cccc(c1)S(=O)(=O)Nc1ccc(c2c1[nH]cc2C#N)C,C17H12N4O2S,336.37,24,15,0.06,3,4,2,89.81,117.92,1.37,2.37,3.91,0.56,2.61,2.16,-3.68,6.98e-02,2.07e-04,Soluble,-4.49,1.10e-02,3.26e-05,Moderately soluble,-6.31,1.66e-04,4.94e-07,Poorly soluble,High,No,No,Yes,No,Yes,No,Yes,-6.67,0,0,0,0,0,0.55,0,0,0,2.86
Molecule 203,Clc1ccc(cc1)CNc1cc(N2CCC(CC2)NC(C)(C)C)c2c(n1)cccc2,C25H31ClN4,422.99,30,16,0.40,6,2,2,132.06,40.19,4.36,5.86,5.13,4.30,4.89,4.91,-6.15,2.97e-04,7.03e-07,Poorly soluble,-6.48,1.41e-04,3.34e-07,Poorly soluble,-8.95,4.78e-07,1.13e-09,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,No,-4.72,1,1,0,0,1,0.55,0,0,2,3.14
Molecule 204,COc1cc(cc(c1OC)OC)C(=O)c1c[nH]c(n1)c1c[nH]c2c1cccc2,C21H19N3O4,377.39,28,20,0.14,6,5,2,105.23,89.23,2.49,3.44,3.81,0.85,4.61,3.04,-4.48,1.25e-02,3.31e-05,Moderately soluble,-4.99,3.82e-03,1.01e-05,Moderately soluble,-7.43,1.41e-05,3.73e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.16,0,0,0,0,0,0.55,0,0,1,3.05
Molecule 205,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,C15H10O4,254.24,19,16,0.00,1,4,2,71.97,70.67,2.27,3.52,2.87,1.08,3.02,2.55,-4.19,1.64e-02,6.44e-05,Moderately soluble,-4.69,5.22e-03,2.05e-05,Moderately soluble,-4.98,2.64e-03,1.04e-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-5.35,0,0,0,0,0,0.55,0,0,1,2.93
Molecule 206,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)[C@@H](C(=O)O)Cc1ccc2c(c1)c(=O)nc([nH]2)N,C23H22N4O8,482.44,35,16,0.22,11,9,6,123.37,212.77,0.38,0.33,0.97,0.67,1.73,0.82,-2.65,1.08e+00,2.23e-03,Soluble,-4.36,2.10e-02,4.35e-05,Moderately soluble,-4.67,1.04e-02,2.15e-05,Moderately soluble,Low,No,No,No,No,No,No,No,-9.01,2,1,2,1,2,0.11,0,0,2,3.69
Molecule 207,Clc1ccc(cc1c1cc(C)c2c(c1)nnc(n2)Nc1ccc(cc1)OCCN1CCCC1)OC(=O)c1ccccc1,C33H30ClN5O3,580.08,42,28,0.21,10,7,1,168.91,89.47,5.70,7.02,6.71,5.21,6.38,6.20,-7.69,1.18e-05,2.03e-08,Poorly soluble,-8.71,1.12e-06,1.93e-09,Poorly soluble,-11.97,6.22e-10,1.07e-12,Insoluble,Low,No,No,No,Yes,No,Yes,Yes,-4.85,2,4,0,1,1,0.17,0,1,3,4.13
