Common_Name,SMILES,MorganFingerprint,Predicted_Prob,Predicted_Activity
Pentoxyverine,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,[0 0 0 ... 0 0 0],0.04648005,0
Lypressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,[0 1 0 ... 0 0 0],0.046467982,0
Methylmalonic Acid,CC(C(=O)O)C(=O)O,[0 1 0 ... 0 0 0],0.046460714,0
JBPOS0101,C[C@H](OC(N)=O)[C@@H](O)c1ccccc1Cl,[0 1 0 ... 0 0 0],0.046450615,0
Proparacaine,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,[0 0 0 ... 0 0 0],0.046387803,0
Docarpamine,CCOC(=O)Oc1ccc(CCNC(=O)[C@H](CCSC)NC(C)=O)cc1OC(=O)OCC,[1 1 0 ... 0 0 0],0.046384532,0
Enibomal,C=C(Br)CC1(C(C)C)C(=O)NC(=O)N(C)C1=O,[0 1 0 ... 0 1 0],0.04638273,0
Paxalisib,CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,[0 0 0 ... 0 0 0],0.04637225,0
Tripelennamine,CN(C)CCN(Cc1ccccc1)c1ccccn1,[0 0 0 ... 0 0 0],0.04637034,0
Sucralfate,O.O=S(=O)(OC[C@H]1O[C@@](COS(=O)(=O)[O][Al]([OH])[OH])(O[C@H]2O[C@H](COS(=O)(=O)[O][Al]([OH])[OH])[C@@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@H]2OS(=O)(=O)[O][Al]([OH])[OH])[C@@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@@H]1OS(=O)(=O)[O][Al]([OH])[OH])[O][Al]([OH])[OH].[OH][Al]([OH])[OH],[1 0 0 ... 0 0 0],0.0463592,0
Tosyl-D-Proline,Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)O)cc1,[0 0 0 ... 0 0 0],0.04634283,0
Diphenyleneiodonium,c1ccc2c(c1)[I+]c1ccccc1-2,[0 0 0 ... 0 0 0],0.046307158,0
Biperiden,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,[0 0 1 ... 0 0 0],0.046292804,0
Mitometh,CC(Cl)(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,[0 1 0 ... 0 0 0],0.04629006,0
Perflenapent,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[0 0 0 ... 0 0 0],0.04626025,0
Perfluorooctane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[0 0 0 ... 0 0 0],0.04626025,0
Perflexane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[0 0 0 ... 0 0 0],0.04626025,0
Trelagliptin,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,[0 0 0 ... 0 0 0],0.04625043,0
Pefcalcitol,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)OCC(=O)NCC(F)(F)C(F)(F)F)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,[0 1 0 ... 0 0 0],0.046245925,0
Dianicline,c1cnc2c(c1)O[C@H]1CC[N@]3CC[C@@]1(C2)C3,[0 0 0 ... 0 0 0],0.046208072,0
Imidapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,[0 1 0 ... 0 0 0],0.04620061,0
Zavegepant,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,[0 1 0 ... 0 0 0],0.04616973,0
"N,N,N-trimethylglycinium",C[N+](C)(C)CC(=O)O,[0 0 0 ... 0 0 0],0.046160694,0
4-PIPERIDIN-4-YLBUTANAL,O=CCCCC1CCNCC1,[0 0 0 ... 0 0 0],0.04612238,0
Oxothiazolidinecarboxylic acid,O=C1N[C@H](C(=O)O)CS1,[0 0 0 ... 0 0 0],0.046116665,0
Cedirogant,O=C(O)CC1CCN(C(=O)c2ccc(Cl)c(Cn3ccc4cc(C(F)(F)F)cc(Cl)c43)c2Cl)CC1,[0 0 0 ... 0 0 0],0.04610447,0
Dethiobiotin,C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)O,[0 0 0 ... 0 0 0],0.046096366,0
Dexmecamylamine,CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C,[0 0 0 ... 0 0 0],0.046080273,0
Mecamylamine,CNC1(C)C2CCC(C2)C1(C)C,[0 0 0 ... 0 0 0],0.046080273,0
N-(5-Isopropyl-thiazol-2-YL)-2-pyridin-3-YL-acetamide,CC(C)c1cnc(NC(=O)Cc2cccnc2)s1,[0 1 0 ... 0 0 0],0.046063006,0
Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,[0 0 0 ... 0 0 0],0.046043202,0
3-Methylglutamic acid,C[C@H](CC(=O)O)[C@H](N)C(=O)O,[0 1 0 ... 0 0 0],0.04602043,0
"(2S,3S)-2-azanyl-3-methyl-pentanedioic acid",C[C@@H](CC(=O)O)[C@H](N)C(=O)O,[0 1 0 ... 0 0 0],0.04602043,0
Bronopol,O=[N+]([O-])C(Br)(CO)CO,[0 0 0 ... 0 0 0],0.04601479,0
Bisacodyl,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,[0 1 0 ... 0 0 0],0.046007745,0
Methionine Phosphonate,CSCC[C@H](N)P(=O)(O)O,[0 1 0 ... 0 0 0],0.04596627,0
"Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam",OC[C@H]1N=C(NO)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,[0 0 0 ... 0 0 0],0.04591608,0
Brofaromine,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,[0 0 0 ... 0 0 0],0.045910846,0
Ecamsule,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1,[0 0 0 ... 0 0 0],0.045887563,0
Talc,[Mg+2].[Mg+2].[Mg+2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-].[OH-].[Si+4].[Si+4].[Si+4].[Si+4],[0 0 0 ... 0 0 0],0.04587817,0
Attapulgite,O.O.O.O.[Al+3].[Mg+2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-].[Si+4].[Si+4].[Si+4].[Si+4],[0 0 0 ... 0 0 0],0.04587817,0
Magnesium silicate,[Mg+2].[O-2].[O-2].[O-2].[Si+4],[0 0 0 ... 0 0 0],0.04587817,0
Thenoyltrifluoroacetone,O=C(CC(=O)C(F)(F)F)c1cccs1,[0 0 0 ... 0 0 0],0.04585625,0
Spirapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,[0 1 0 ... 0 0 0],0.045828238,0
Phytosphingosine,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO,[0 1 0 ... 0 0 0],0.04581289,0
"7,9-Dimethylguanine",Cn1c[n+](C)c2c1N[C@@H](N)N[C@H]2O,[0 0 0 ... 0 0 0],0.045808986,0
(S)-carazolol,CC(C)NC[C@H](O)COc1cccc2[nH]c3ccccc3c12,[0 1 0 ... 0 0 0],0.04580345,0
Tetramisole,c1ccc(C2CN3CCSC3=N2)cc1,[0 0 0 ... 0 0 0],0.045800347,0
Levamisole,c1ccc([C@H]2CN3CCSC3=N2)cc1,[0 0 0 ... 0 0 0],0.045800347,0
Minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],[0 0 1 ... 0 0 0],0.04575401,0
TU-514,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](CC(=O)NO)CO[C@H](CO)[C@H]1O,[0 0 0 ... 0 0 0],0.045745518,0
Propentofylline,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,[1 0 0 ... 0 0 0],0.04571847,0
Levocarnitine,C[N+](C)(C)C[C@H](O)CC(=O)[O-],[0 1 0 ... 0 0 0],0.045714565,0
Novolimus,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](O)C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)CC[C@H]1O,[0 1 0 ... 0 0 0],0.04571074,0
R048-8071,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,[0 0 0 ... 0 0 0],0.04570436,0
Phosphopantothenic acid,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)O,[0 1 0 ... 0 0 0],0.045700047,0
Shikimate-3-Phosphate,O=C(O)C1=C[C@@H](OP(=O)(O)O)[C@@H](O)[C@H](O)C1,[0 0 0 ... 0 0 0],0.045695473,0
Isobutyramide,CC(C)C(N)=O,[0 1 0 ... 0 0 0],0.045689642,0
beta-Hydroxyasparagine,NC(=O)[C@@H](O)[C@H](N)C(=O)O,[0 1 0 ... 0 0 0],0.045689642,0
(2S)-2-Methyl-3-phenylpropanoic acid,C[C@@H](Cc1ccccc1)C(=O)O,[0 1 0 ... 0 0 0],0.04568959,0
Isocyanomethane,[C-]#[N+]C,[0 0 0 ... 0 0 0],0.045667753,0
Betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,[0 0 0 ... 0 0 0],0.045661934,0
Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,[0 0 0 ... 0 0 0],0.045661934,0
Auranofin,CC[P+](CC)(CC)[Au-][S][C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,[0 1 0 ... 0 0 0],0.0456612,0
Ecgonine,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](O)C2,[0 1 0 ... 0 0 0],0.045638233,0
Zasocitinib,CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nc2c(C(=O)N[C@@H]3CC[C@H]3OC)cnn12,[0 0 0 ... 0 0 0],0.04563738,0
Azidamfenicol,[N-]=[N+]=NCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,[0 1 0 ... 0 0 0],0.045583352,0
Calcium silicate,[Ca+2].[O-][Si](O)(O)O.[O-][Si](O)(O)O,[0 0 0 ... 0 0 0],0.045567993,0
Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine,N[C@@H](CCCN[P@@](N)(=O)NS(=O)(=O)O)C(=O)O,[0 1 0 ... 0 0 0],0.045564342,0
Phosphoenolpyruvate,C=C(OP(=O)(O)O)C(=O)O,[0 0 0 ... 0 1 0],0.045562893,0
Diodone,O=C(O)Cn1cc(I)c(=O)c(I)c1.OCCNCCO,[0 0 0 ... 0 0 0],0.04556031,0
Neostigmine,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,[0 0 0 ... 0 0 0],0.045526665,0
Ethyl Dimethyl Ammonio Propane Sulfonate,CC[N+](C)(C)CCCS(=O)(=O)[O-],[0 0 0 ... 0 0 0],0.045515202,0
(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol,[N-]=[N+]=NC[C@H](O)c1ccc([N+](=O)[O-])cc1,[0 1 0 ... 0 0 0],0.045508984,0
Di-Stearoyl-3-Sn-Phosphatidylcholine,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,[0 1 0 ... 0 0 0],0.045504894,0
Diundecyl Phosphatidyl Choline,CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC,[0 1 0 ... 0 0 0],0.045504894,0
Navtemadlin,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,[0 1 0 ... 0 0 0],0.04550006,0
Magnesium aspartate,N[C@@H](CC(=O)O)C(=O)[O-].N[C@@H](CC(=O)O)C(=O)[O-].O.O.O.O.[Mg+2],[0 1 0 ... 0 0 0],0.04549137,0
Clocapramine,N=C(O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,[0 0 1 ... 0 0 0],0.045490988,0
Cordycepin,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,[0 0 0 ... 0 0 0],0.04546528,0
INO-1001,CS(=O)(=O)O.O=c1[nH]c2c(c3ccccc13)Cc1cc(S(=O)(=O)NCCCN3CCOCC3)ccc1-2,[0 0 0 ... 0 0 0],0.04546108,0
Bis-Benzamidine,N=C(N)c1ccc(C[C@@H]2CCCC[C@@H](Cc3ccc(C(=N)N)cc3)C2=O)cc1,[0 0 0 ... 0 0 0],0.045458794,0
Hexestrol,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,[0 1 0 ... 0 0 0],0.045457967,0
"(3aS)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",Cc1ccc2c(c1)N=C1N(c3ccccc3)CC[C@@]1(O)C2=O,[0 0 0 ... 0 0 0],0.04534611,0
Bepotastine,O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1,[0 1 0 ... 1 0 0],0.045343157,0
"lambda-bis(2,2'-bipyridine)imidazole osmium (II)",c1cc[n]2->[Os+2]3([n]4ccnc4)(<-[n]4ccccc4-c2c1)<-[n]1ccccc1-c1cccc[n]->31,[0 0 0 ... 0 0 0],0.04533711,0
Lurasidone,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,[0 0 0 ... 0 0 1],0.045282904,0
"HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM",O=[N+]([O-])c1cccc(/N=C2/N=CCC(c3cccc(Cn4cncn4)c3)=N2)c1,[1 0 0 ... 0 0 0],0.04527473,0
Tetrafluoroborate,F[B-](F)(F)F,[0 0 0 ... 0 0 0],0.04527204,0
"2-(1H-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine",COCCOc1cc2ncc3c(N)nc(-n4ccnc4)cc3c2cc1OC,[0 0 0 ... 0 0 0],0.045265373,0
Prucalopride,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,[0 0 0 ... 0 0 0],0.045263767,0
Afegostat,OC[C@H]1CNC[C@@H](O)[C@@H]1O,[0 0 0 ... 0 0 0],0.045260355,0
Valrocemide,CCCC(CCC)C(=O)NCC(N)=O,[0 1 0 ... 0 0 0],0.045246296,0
Gliquidone,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,[0 0 1 ... 0 0 0],0.045239992,0
Itopride,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,[0 0 0 ... 0 0 0],0.04522875,0
Codeine-N-oxide,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[N@@+](C)([O-])CC[C@@]341,[0 0 0 ... 0 0 0],0.04521635,0
Resolvin E1,CC[C@@H](O)/C=C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)O,[0 1 0 ... 0 0 0],0.04521551,0
Loperamide oxide,CN(C)C(=O)C(CC[N@+]1([O-])CC[C@@](O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,[0 0 0 ... 0 1 0],0.045194857,0
Menglytate,CCOCC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,[0 1 0 ... 0 0 0],0.045166828,0
2-Methoxy-3-Isopropylpyrazine,COc1nccnc1C(C)C,[0 1 0 ... 0 0 0],0.045159653,0
Spermine,NCCCNCCCCNCCCN,[0 0 0 ... 0 0 0],0.045128882,0
Triethylenetetramine,NCCNCCNCCN,[0 0 0 ... 0 0 0],0.045128882,0
LY2828360,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1,[0 0 0 ... 0 1 0],0.045116678,0
O-acetyl-L-serine,CC(=O)OC[C@H](N)C(=O)O,[0 1 0 ... 0 0 0],0.045109283,0
Lazuvapagon,Cc1ccn(-c2ccc(C(=O)N3CC[C@@](C)(C(=O)N[C@@H](C)CO)Cc4ccccc43)c(C)c2)n1,[0 1 0 ... 0 0 0],0.04510922,0
"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea",O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,[0 0 0 ... 0 0 0],0.04507279,0
Paraldehyde,CC1OC(C)OC(C)O1,[0 0 0 ... 0 0 0],0.045067955,0
Carbenoxolone,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,[0 0 0 ... 0 0 0],0.04504351,0
Allylprodine,C=CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1,[0 0 0 ... 0 0 0],0.04501964,0
Glyphosate,O=C(O)C[NH2+]CP(=O)(O)O,[0 0 0 ... 0 0 0],0.04499765,0
Oxaflozane,CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1,[0 1 0 ... 0 0 0],0.04497486,0
Ocrylate,C=C(C#N)C(=O)OCCCCCCCC,[0 0 0 ... 0 1 0],0.04495335,0
SNS-032,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,[0 0 0 ... 0 0 0],0.044950955,0
2-OXOHEPTYLPHOSPHONIC ACID,CCCCCC(=O)CP(=O)(O)O,[0 0 0 ... 0 0 0],0.044946656,0
Epsilon-N-methyllysine,CNCCCC[C@H](N)C(=O)O,[0 1 0 ... 0 0 0],0.044943716,0
"1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One",CCC(CC)Nc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,[0 1 0 ... 0 0 0],0.044943687,0
Desflurane,FC(F)OC(F)C(F)(F)F,[0 1 0 ... 0 0 0],0.044938132,0
USL-311,CC(C)N1CCC(N2CCCN(c3cccc(C(=O)Nc4ccncc4)n3)CC2)CC1,[0 1 0 ... 0 0 0],0.04493415,0
ABT-288,CN1C[C@H]2CCN(c3ccc(-c4ccc(-n5ncccc5=O)cc4)cc3)[C@H]2C1,[0 0 0 ... 0 0 0],0.04490005,0
Perflubron,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,[0 0 0 ... 0 0 0],0.044815008,0
HOMOPHENYLALANINYLMETHANE,CC(=O)[C@@H](N)CCc1ccccc1,[0 1 0 ... 0 0 0],0.044814866,0
Phthalofyne,C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O,[0 0 0 ... 0 0 0],0.04475882,0
"N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",C[C@](O)(c1ccc(C(=O)N(C2CC2)[C@H]2CC[C@H](c3cccnc3)CC2)cc1)C(F)(F)F,[0 0 0 ... 0 0 0],0.044758003,0
Chlorphenoxamine,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,[0 0 0 ... 0 0 0],0.044755485,0
Bisphenol Z,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,[0 0 1 ... 0 0 0],0.044753425,0
Nandrolone phenpropionate,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,[0 0 0 ... 0 0 0],0.044751357,0
Indium In-111 chloride,[Cl][111In]([Cl])[Cl],[0 0 0 ... 0 0 0],0.04474309,0
Dexibuprofen,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,[0 1 0 ... 0 0 0],0.044732608,0
Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,[0 1 0 ... 0 0 0],0.044732608,0
"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol",CCCCCCO[C@@H]1O[C@H](CO)[C@H](O)C[C@H]1O,[0 0 0 ... 0 0 0],0.04473158,0
2-oxopropyl-CoM,CC(=O)CSCCS(=O)(=O)O,[0 0 0 ... 0 0 0],0.044701777,0
BMS-911543,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,[0 1 0 ... 0 0 0],0.0446814,0
"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,[0 0 0 ... 0 0 0],0.044661835,0
GALACTOSE GREASE,COC(=O)CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,[0 0 0 ... 0 0 0],0.04465741,0
1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,OCCCCCCCCNCO,[0 0 0 ... 0 0 0],0.044611547,0
1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,CC(C)C[C@H](NS(=O)(=O)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCCCCN=C(N)N,[0 1 0 ... 0 0 0],0.04457038,0
Onalespib,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,[0 1 0 ... 0 0 0],0.04456368,0
Etilamfetamine,CCNC(C)Cc1ccccc1,[0 1 0 ... 0 0 0],0.044550452,0
Penimepicycline,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O.CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,[0 0 0 ... 0 0 0],0.044533905,0
Echinomycin,CSC1SC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cnc4ccccc4n3)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c1cnc3ccccc3n1)C(=O)N[C@@H](C)C(=O)N2C,[0 1 0 ... 0 1 0],0.044480864,0
Mercaptoethanol,OCCS,[0 0 0 ... 0 0 0],0.04446901,0
Dansyllysine,CN(C)c1cccc2c(S(=O)(=O)NCCCC[C@H](N)C(=O)O)cccc12,[0 1 0 ... 0 0 0],0.044459533,0
Navuridine,[N-]=[N+]=N[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO,[0 0 0 ... 0 0 0],0.04440769,0
Calcium pangamate,CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].[Ca+2],[0 1 0 ... 0 0 0],0.044388887,0
R107474,Cc1nc2ccccn2c(=O)c1CCN1CCc2oc3ccccc3c2C1,[0 0 0 ... 0 0 0],0.04438106,0
"2,3-Dimercapto-1-propanesulfonic acid",O=S(=O)(O)CC(S)CS,[0 1 0 ... 0 0 0],0.044340834,0
(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,COC(=O)[C@H](Cc1ccc(C[Se](=O)O)cc1)NC(=O)OC(C)(C)C,[0 1 0 ... 0 0 0],0.044328153,0
D-Glycero-D-Mannopyranose-7-Phosphate,O=P(O)(O)OC[C@@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,[0 1 0 ... 0 0 0],0.044324722,0
Epibatidine,Clc1ccc([C@H]2C[C@@H]3CC[C@H]2N3)cn1,[0 0 0 ... 0 0 0],0.044320237,0
Acetylglycinamide chloral hydrate,CC(=O)NCC(=O)O.OC(O)C(Cl)(Cl)Cl,[0 1 0 ... 0 0 0],0.044306938,0
SR-9011,CCCCCNC(=O)N1CCC(CN(Cc2ccc(Cl)cc2)Cc2ccc([N+](=O)[O-])s2)C1,[0 0 0 ... 0 0 0],0.044291344,0
ORG-25935,COc1ccc2c(c1)CC[C@H](CN(C)CC(=O)O)[C@@H]2c1ccccc1,[0 0 0 ... 0 0 0],0.04428988,0
Cu-Cyclam,C1CNCCNCCCNCCNC1.[Cu],[0 0 0 ... 0 0 0],0.04427413,0
Phosphorylcolamine,NCCOP(=O)(O)O,[0 0 0 ... 0 0 0],0.04427056,0
Tris-Hydroxymethyl-Methyl-Ammonium,C[N+](CO)(CO)CO,[0 0 0 ... 0 0 0],0.0442703,0
PF-03382792,CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)c2cc(F)ccc21,[0 0 0 ... 0 0 0],0.04424858,0
"[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID",C[C@@H](CO)C[C@H](C)[C@H](O)[C@@H](C)C(=O)C[P@H](=O)O,[0 1 0 ... 0 0 0],0.044237424,0
2-Undecanone,CCCCCCCCCC(C)=O,[0 0 0 ... 0 0 0],0.044218004,0
"7-amino-2-tert-butyl-4-{[2-(1H-imidazol-4-yl)ethyl]amino}pyrido[2,3-d]pyrimidine-6-carboxamide",CC(C)(C)c1nc(NCCc2c[nH]cn2)c2cc(C(N)=O)c(N)nc2n1,[0 0 0 ... 0 0 0],0.044211168,0
Meldonium,C[N+](C)(C)NCCC(=O)[O-],[0 0 0 ... 0 0 0],0.04417982,0
Bevenopran,COc1cc(CNCCC2CCOCC2)ccc1Oc1cnc(C(N)=O)cn1,[0 0 0 ... 0 0 0],0.04414275,0
